evidence,run,device,compute_capability,batch_size,upstream_standard_eager_ms,torch_gns_eager_ms,triangular_cutlass_gns_ms,standard_over_triangular_speedup,torch_gns_over_triangular_speedup
Turing cleanup regression,2241582,NVIDIA A100-SXM4-80GB,SM80,1,7.095808029174805,4.067840099334717,3.6346880197525024,1.9522467927406824,1.1191717355735278
Turing cleanup regression,2241582,NVIDIA A100-SXM4-80GB,SM80,8,52.67967987060547,30.669312477111816,24.4136962890625,2.1577920543808156,1.2562338825707386
Turing cleanup regression,2241582,NVIDIA A100-SXM4-80GB,SM80,32,224.7557144165039,130.1795883178711,96.036865234375,2.3403066506595622,1.3555168424143358
Modal final implementation,ap-u2uScuhP4ydEUAJtMvNcy3,NVIDIA A100-SXM4-80GB,SM80,1,7.401471853256226,4.23526406288147,3.684351921081543,2.0088938331068875,1.1495275569762093
Modal final implementation,ap-u2uScuhP4ydEUAJtMvNcy3,NVIDIA A100-SXM4-80GB,SM80,8,55.57196807861328,32.11161422729492,25.535999298095703,2.1762206142744316,1.2575037245434755
Modal final implementation,ap-u2uScuhP4ydEUAJtMvNcy3,NVIDIA A100-SXM4-80GB,SM80,32,243.0704574584961,138.97573852539062,100.80204772949219,2.411364282110508,1.3786995567623748
Modal final implementation,ap-u2uScuhP4ydEUAJtMvNcy3,NVIDIA A10,SM86,1,24.713727951049805,13.949440002441406,10.329599857330322,2.3925155177731203,1.3504337239687259
Modal final implementation,ap-u2uScuhP4ydEUAJtMvNcy3,NVIDIA A10,SM86,8,219.53433227539062,127.37331008911133,84.70476913452148,2.5917588173428983,1.5037324508473309
Modal final implementation,ap-u2uScuhP4ydEUAJtMvNcy3,NVIDIA A10,SM86,32,1036.7836303710938,585.4939880371094,380.76979064941406,2.7228620962887544,1.5376587177216243
